uid	data_type	xy_type	school	student_id	course_name	group	test_type	question_id	slide_id	correctness	student_answer	correct_answer	question_content	course_content
caca7e07-031e-4ff3-b400-7a4bfe40a296	train	past	elementary school	u2	9	group 1	post test	4	6	1	No	No	Is the accuracy of 95% enough for voice recognition? <please input your answer>	Recognition Accuracy. We first need a system to recognize speech when creating a voice-controlled personal assistant. The accuracy of speech recognition is very demanding. 95% is not good. 99% is good. A picture of The Telephone Game to show the importance of speech recongition accuracy.
ea01171b-58ca-4290-bbc6-ac5424146f5c	train	past	elementary school	u2	9	group 1	post test	3	4	0	 	Linguistic analysis / Database / Web content retrieval	Please cite a component of voice-controlled assistant that it needs for normal work. <please input your answer>	How Do Voice-Controlled Personal Assistants Work? AI is behind those responses, tackling the very difficult tasks of understanding your speech, judging how to respond, and acting or answering using a natural-sounding voice. Voice recognition. Linguistic analysis. Conversational control. Database. Web content retrieval. A picture of a personal assistant.
e07e0c91-aae6-4230-b9bf-388d6d170842	train	past	elementary school	u2	9	group 1	post test	2	20	1	Speech generation	Speech generation	What is the last main component of a virtual assistant? <please input your answer>	Voice Synthesis. Voice Synthesis is the final stage of a voice-controlled personal assistant. Speech synthesis is accomplished using an RNN that converts a series of linguistic sounds into a series of spectrum. A picture of chat history of a human with a bot.
711de667-9e5f-4304-8281-695f42944314	test	future	elementary school	u2	9	group 1	post test	7	14	0	 	A loop	What does an RNN have that a simple three-layer neural network doesn’t have? <please input your answer>	Recurrent Neural Network. The network is called a Recurrent Neural Network (RNN) because it has a loop in the connection to feed the previous activations back to the input. This network receives one word at a time and is trained to generate an output each time using supervised learning with additional 'desired outputs'. Another usage: They can also be trained to represent phrases and sentences. A picture of RNN.
be97b605-79c3-4718-a3b7-d8515936fbce	train	future	elementary school	u2	9	group 1	post test	6	11	1	(0,0,1,0,1)	(0,0,1,0,1)	Take five words {Cats, Dogs, bark, meow, eat} Take three sentences, “Dogs bark” “Cats eat” “Dogs eat” How to express the words after the “Dogs”? <please input your answer>	Words Representation. Method: finding out how often the word appears after which words and before which words by going through a huge data set. E.g. Words: {Cats, Dogs, Bark, Meow, Eat}. Phrases: {'Cats meow,' 'Dogs bark,' 'Cats eat,' 'Dogs eat'}. Result:'Cats' is often before 'meow' and 'eat', which can be expressed as (0,0,0,1,1). 'Cats' doesn’t often appear after any words, which can be expressed as (0,0,0,0,0). 'Cat” = (0,0,0,0,0, 0,0,0,1,1). A picture of a word cloud. A picture breaking down the grammar of an English sentence.
5b3dc7c8-b7ac-46c5-86f8-a860c5c7fc23	train	future	elementary school	u2	9	group 1	post test	9	22	1	long-short term memory	Long Short-Term Memory	What does LSTM stand for? <please input your answer>	Q&A. Lecture 9.
76c1639a-e116-4391-8716-0bfd92cc68e9	test	future	elementary school	u2	9	group 1	post test	10	22	0	 	The input, the short-term memory, and the output	Compared to regular RNN, LSTM has better control over its three components. What are they? <please input your answer>	Q&A. Lecture 9.
27e1bbb5-0586-47f2-ba90-4ed9575519e1	train	past	elementary school	u2	9	group 1	post test	5	10	0	 	Assigning different neurons to different words	How are the words represented in an ANN? <please input your answer>	How Should the Words be Represented in an ANN? Question: Why not type the words into a computer as a string of the alphabet for input? Assigning different neurons to different words. Then, add more information relating to each word: Represent a word with a group of words the original word is often used with. E.g. 'Cats' with 'meow' 'walk'. A picture of word cloud. A picture of a word connected to other words that it is related to.
9135362c-61d3-45f3-be7f-35eb98af614e	train	future	elementary school	u2	9	group 1	post test	8	15	0	 	Unfolding	What should we do when we want to train an RNN? <please input your answer>	Training an RNN. Training an RNN by using backpropagation is more complicated than training an ANN with no loops. Unfolding: The loops are removed by duplicating parts of the neural network whenever they represent different parts of the sentence. After unfolding, we can train the RNN the way we train ANNs without loops. A picture illustrating the concept of unfolding.
023ef428-6244-4f8e-8022-767ffd23beeb	train	past	elementary school	u2	9	group 1	post test	1	4	1	Speech recognition	Speech recognition	What is the first main component of a virtual assistant? <please input your answer>	How Do Voice-Controlled Personal Assistants Work? AI is behind those responses, tackling the very difficult tasks of understanding your speech, judging how to respond, and acting or answering using a natural-sounding voice. Voice recognition. Linguistic analysis. Conversational control. Database. Web content retrieval. A picture of a personal assistant.
d471cbc9-9a36-4b47-820d-f2cf15227848	train	past	elementary school	u3	9	group 2	post test	4	6	1	No	No	Is the accuracy of 95% enough for voice recognition? <please input your answer>	Recognition Accuracy. We first need a system to recognize speech when creating a voice-controlled personal assistant. The accuracy of speech recognition is very demanding. 95% is not good. 99% is good. A picture of The Telephone Game to show the importance of speech recongition accuracy.
1ce9a443-8224-4ed1-9ab1-f225d2343079	train	past	elementary school	u3	9	group 2	post test	3	4	1	mic	Linguistic analysis / Database / Web content retrieval	Please cite a component of voice-controlled assistant that it needs for normal work. <please input your answer>	How Do Voice-Controlled Personal Assistants Work? AI is behind those responses, tackling the very difficult tasks of understanding your speech, judging how to respond, and acting or answering using a natural-sounding voice. Voice recognition. Linguistic analysis. Conversational control. Database. Web content retrieval. A picture of a personal assistant.
fea3bd65-15fa-48b3-95af-35715e9e9ec2	test	past	elementary school	u3	9	group 2	post test	2	20	1	Speech generation	Speech generation	What is the last main component of a virtual assistant? <please input your answer>	Voice Synthesis. Voice Synthesis is the final stage of a voice-controlled personal assistant. Speech synthesis is accomplished using an RNN that converts a series of linguistic sounds into a series of spectrum. A picture of chat history of a human with a bot.
20a51e3b-83ae-4dd3-9cf5-eba7db7857ed	train	future	elementary school	u3	9	group 2	post test	7	14	0	tf	A loop	What does an RNN have that a simple three-layer neural network doesn’t have? <please input your answer>	Recurrent Neural Network. The network is called a Recurrent Neural Network (RNN) because it has a loop in the connection to feed the previous activations back to the input. This network receives one word at a time and is trained to generate an output each time using supervised learning with additional 'desired outputs'. Another usage: They can also be trained to represent phrases and sentences. A picture of RNN.
e50b9365-aaf3-40d9-b1ba-fcc7c00cc2cb	train	future	elementary school	u3	9	group 2	post test	6	11	1	(0,0,1,0,1)	(0,0,1,0,1)	Take five words {Cats, Dogs, bark, meow, eat} Take three sentences, “Dogs bark” “Cats eat” “Dogs eat” How to express the words after the “Dogs”? <please input your answer>	Words Representation. Method: finding out how often the word appears after which words and before which words by going through a huge data set. E.g. Words: {Cats, Dogs, Bark, Meow, Eat}. Phrases: {'Cats meow,' 'Dogs bark,' 'Cats eat,' 'Dogs eat'}. Result:'Cats' is often before 'meow' and 'eat', which can be expressed as (0,0,0,1,1). 'Cats' doesn’t often appear after any words, which can be expressed as (0,0,0,0,0). 'Cat” = (0,0,0,0,0, 0,0,0,1,1). A picture of a word cloud. A picture breaking down the grammar of an English sentence.
00113406-1683-49f3-af13-ad93cccb270e	test	future	elementary school	u3	9	group 2	post test	9	22	0	dd	Long Short-Term Memory	What does LSTM stand for? <please input your answer>	Q&A. Lecture 9.
07bb7fa4-aa00-4de0-8279-dc96315fedbc	train	future	elementary school	u3	9	group 2	post test	10	22	0	hh	The input, the short-term memory, and the output	Compared to regular RNN, LSTM has better control over its three components. What are they? <please input your answer>	Q&A. Lecture 9.
6f39b530-2e16-4164-b728-a41e1e89cace	train	past	elementary school	u3	9	group 2	post test	5	10	0	ft	Assigning different neurons to different words	How are the words represented in an ANN? <please input your answer>	How Should the Words be Represented in an ANN? Question: Why not type the words into a computer as a string of the alphabet for input? Assigning different neurons to different words. Then, add more information relating to each word: Represent a word with a group of words the original word is often used with. E.g. 'Cats' with 'meow' 'walk'. A picture of word cloud. A picture of a word connected to other words that it is related to.
3b7211c3-7745-4772-a5a1-fb60854f0b4d	train	future	elementary school	u3	9	group 2	post test	8	15	0	fv	Unfolding	What should we do when we want to train an RNN? <please input your answer>	Training an RNN. Training an RNN by using backpropagation is more complicated than training an ANN with no loops. Unfolding: The loops are removed by duplicating parts of the neural network whenever they represent different parts of the sentence. After unfolding, we can train the RNN the way we train ANNs without loops. A picture illustrating the concept of unfolding.
09e938ac-8849-440a-8d22-499d4544cf96	train	past	elementary school	u3	9	group 2	post test	1	4	1	Speech recognition	Speech recognition	What is the first main component of a virtual assistant? <please input your answer>	How Do Voice-Controlled Personal Assistants Work? AI is behind those responses, tackling the very difficult tasks of understanding your speech, judging how to respond, and acting or answering using a natural-sounding voice. Voice recognition. Linguistic analysis. Conversational control. Database. Web content retrieval. A picture of a personal assistant.
189681d1-ea6b-4070-a525-b731baef17df	test	past	elementary school	u4	9	group 2	post test	4	6	1	No	No	Is the accuracy of 95% enough for voice recognition? <please input your answer>	Recognition Accuracy. We first need a system to recognize speech when creating a voice-controlled personal assistant. The accuracy of speech recognition is very demanding. 95% is not good. 99% is good. A picture of The Telephone Game to show the importance of speech recongition accuracy.
2428f49c-4edd-4aa6-b18e-173274166cc2	test	past	elementary school	u4	9	group 2	post test	3	4	1	sequence processing	Linguistic analysis / Database / Web content retrieval	Please cite a component of voice-controlled assistant that it needs for normal work. <please input your answer>	How Do Voice-Controlled Personal Assistants Work? AI is behind those responses, tackling the very difficult tasks of understanding your speech, judging how to respond, and acting or answering using a natural-sounding voice. Voice recognition. Linguistic analysis. Conversational control. Database. Web content retrieval. A picture of a personal assistant.
2ad1b00d-61b4-40c0-8911-7be2d856cd48	train	past	elementary school	u4	9	group 2	post test	2	20	0	Speech recognition	Speech generation	What is the last main component of a virtual assistant? <please input your answer>	Voice Synthesis. Voice Synthesis is the final stage of a voice-controlled personal assistant. Speech synthesis is accomplished using an RNN that converts a series of linguistic sounds into a series of spectrum. A picture of chat history of a human with a bot.
1a4a4b21-1df7-40ef-8d4d-2498737edbf4	test	future	elementary school	u4	9	group 2	post test	7	14	0	neural network	A loop	What does an RNN have that a simple three-layer neural network doesn’t have? <please input your answer>	Recurrent Neural Network. The network is called a Recurrent Neural Network (RNN) because it has a loop in the connection to feed the previous activations back to the input. This network receives one word at a time and is trained to generate an output each time using supervised learning with additional 'desired outputs'. Another usage: They can also be trained to represent phrases and sentences. A picture of RNN.
90bf529f-0cc0-4edb-88c6-b9cb0d0ed379	train	future	elementary school	u4	9	group 2	post test	6	11	0	(0,1,0,1,0,)	(0,0,1,0,1)	Take five words {Cats, Dogs, bark, meow, eat} Take three sentences, “Dogs bark” “Cats eat” “Dogs eat” How to express the words after the “Dogs”? <please input your answer>	Words Representation. Method: finding out how often the word appears after which words and before which words by going through a huge data set. E.g. Words: {Cats, Dogs, Bark, Meow, Eat}. Phrases: {'Cats meow,' 'Dogs bark,' 'Cats eat,' 'Dogs eat'}. Result:'Cats' is often before 'meow' and 'eat', which can be expressed as (0,0,0,1,1). 'Cats' doesn’t often appear after any words, which can be expressed as (0,0,0,0,0). 'Cat” = (0,0,0,0,0, 0,0,0,1,1). A picture of a word cloud. A picture breaking down the grammar of an English sentence.
1d9472ef-c229-483f-b132-98144001aec3	train	future	elementary school	u4	9	group 2	post test	9	22	0	???	Long Short-Term Memory	What does LSTM stand for? <please input your answer>	Q&A. Lecture 9.
12a69c8b-68f4-404c-b832-17f29cfe7d7c	train	future	elementary school	u4	9	group 2	post test	10	22	0	sequence processing sequence processing and speech recognition	The input, the short-term memory, and the output	Compared to regular RNN, LSTM has better control over its three components. What are they? <please input your answer>	Q&A. Lecture 9.
8a61b718-55ff-4831-8fb7-12e3aee7ae6a	train	past	elementary school	u4	9	group 2	post test	5	10	0	0, and 1	Assigning different neurons to different words	How are the words represented in an ANN? <please input your answer>	How Should the Words be Represented in an ANN? Question: Why not type the words into a computer as a string of the alphabet for input? Assigning different neurons to different words. Then, add more information relating to each word: Represent a word with a group of words the original word is often used with. E.g. 'Cats' with 'meow' 'walk'. A picture of word cloud. A picture of a word connected to other words that it is related to.
20afe985-6f2e-48a0-81d6-bc7477cc123e	train	future	elementary school	u4	9	group 2	post test	8	15	0	put more inputs	Unfolding	What should we do when we want to train an RNN? <please input your answer>	Training an RNN. Training an RNN by using backpropagation is more complicated than training an ANN with no loops. Unfolding: The loops are removed by duplicating parts of the neural network whenever they represent different parts of the sentence. After unfolding, we can train the RNN the way we train ANNs without loops. A picture illustrating the concept of unfolding.
f13d5475-a7f0-4c13-8d30-fbda754a6ba8	train	past	elementary school	u4	9	group 2	post test	1	4	1	Speech recognition	Speech recognition	What is the first main component of a virtual assistant? <please input your answer>	How Do Voice-Controlled Personal Assistants Work? AI is behind those responses, tackling the very difficult tasks of understanding your speech, judging how to respond, and acting or answering using a natural-sounding voice. Voice recognition. Linguistic analysis. Conversational control. Database. Web content retrieval. A picture of a personal assistant.
2a571ee3-3146-4945-ad35-aa1c77da6bd0	train	past	elementary school	u5	9	group 3	post test	4	6	1	No	No	Is the accuracy of 95% enough for voice recognition? <please input your answer>	Recognition Accuracy. We first need a system to recognize speech when creating a voice-controlled personal assistant. The accuracy of speech recognition is very demanding. 95% is not good. 99% is good. A picture of The Telephone Game to show the importance of speech recongition accuracy.
66b4d860-c970-4334-9cd4-cba0065035c6	train	past	elementary school	u5	9	group 3	post test	3	4	0	a/e/i/o/u	Linguistic analysis / Database / Web content retrieval	Please cite a component of voice-controlled assistant that it needs for normal work. <please input your answer>	How Do Voice-Controlled Personal Assistants Work? AI is behind those responses, tackling the very difficult tasks of understanding your speech, judging how to respond, and acting or answering using a natural-sounding voice. Voice recognition. Linguistic analysis. Conversational control. Database. Web content retrieval. A picture of a personal assistant.
3743d657-e679-452a-b809-f61627a15da2	train	past	elementary school	u5	9	group 3	post test	2	20	1	Speech generation	Speech generation	What is the last main component of a virtual assistant? <please input your answer>	Voice Synthesis. Voice Synthesis is the final stage of a voice-controlled personal assistant. Speech synthesis is accomplished using an RNN that converts a series of linguistic sounds into a series of spectrum. A picture of chat history of a human with a bot.
6f8eaa6e-36b2-4e28-b392-4213f1b2bd76	train	future	elementary school	u5	9	group 3	post test	7	14	0	Can be trained to remember complicated words and phrases	A loop	What does an RNN have that a simple three-layer neural network doesn’t have? <please input your answer>	Recurrent Neural Network. The network is called a Recurrent Neural Network (RNN) because it has a loop in the connection to feed the previous activations back to the input. This network receives one word at a time and is trained to generate an output each time using supervised learning with additional 'desired outputs'. Another usage: They can also be trained to represent phrases and sentences. A picture of RNN.
2938810b-c906-4e6c-ac4d-ab3520dc99d9	train	future	elementary school	u5	9	group 3	post test	6	11	1	(0,0,1,0,1)	(0,0,1,0,1)	Take five words {Cats, Dogs, bark, meow, eat} Take three sentences, “Dogs bark” “Cats eat” “Dogs eat” How to express the words after the “Dogs”? <please input your answer>	Words Representation. Method: finding out how often the word appears after which words and before which words by going through a huge data set. E.g. Words: {Cats, Dogs, Bark, Meow, Eat}. Phrases: {'Cats meow,' 'Dogs bark,' 'Cats eat,' 'Dogs eat'}. Result:'Cats' is often before 'meow' and 'eat', which can be expressed as (0,0,0,1,1). 'Cats' doesn’t often appear after any words, which can be expressed as (0,0,0,0,0). 'Cat” = (0,0,0,0,0, 0,0,0,1,1). A picture of a word cloud. A picture breaking down the grammar of an English sentence.
09d0d57c-40aa-4c0e-abc1-bd618ac2f3d9	test	future	elementary school	u5	9	group 3	post test	9	22	1	Long Short-Term Memory	Long Short-Term Memory	What does LSTM stand for? <please input your answer>	Q&A. Lecture 9.
befcf97f-1cec-45aa-bcd9-527124f90a66	train	future	elementary school	u5	9	group 3	post test	10	22	0	LSTM can handle the information in memory for the long period of time as compare to RNN	The input, the short-term memory, and the output	Compared to regular RNN, LSTM has better control over its three components. What are they? <please input your answer>	Q&A. Lecture 9.
a2913143-352f-40fd-b515-8aa9a04e8b8c	test	past	elementary school	u5	9	group 3	post test	5	10	1	assign different neurons to different words	Assigning different neurons to different words	How are the words represented in an ANN? <please input your answer>	How Should the Words be Represented in an ANN? Question: Why not type the words into a computer as a string of the alphabet for input? Assigning different neurons to different words. Then, add more information relating to each word: Represent a word with a group of words the original word is often used with. E.g. 'Cats' with 'meow' 'walk'. A picture of word cloud. A picture of a word connected to other words that it is related to.
43899bc2-e398-4e0f-8b19-440f906860a6	train	future	elementary school	u5	9	group 3	post test	8	15	1	Backpropagation	Unfolding	What should we do when we want to train an RNN? <please input your answer>	Training an RNN. Training an RNN by using backpropagation is more complicated than training an ANN with no loops. Unfolding: The loops are removed by duplicating parts of the neural network whenever they represent different parts of the sentence. After unfolding, we can train the RNN the way we train ANNs without loops. A picture illustrating the concept of unfolding.
d5238d84-49d1-4937-ab08-67bb48bf8fea	train	past	elementary school	u5	9	group 3	post test	1	4	1	Speech recognition	Speech recognition	What is the first main component of a virtual assistant? <please input your answer>	How Do Voice-Controlled Personal Assistants Work? AI is behind those responses, tackling the very difficult tasks of understanding your speech, judging how to respond, and acting or answering using a natural-sounding voice. Voice recognition. Linguistic analysis. Conversational control. Database. Web content retrieval. A picture of a personal assistant.
c949f2fd-34fe-4a84-9651-98a7ca692125	train	past	elementary school	u6	9	group 3	post test	4	6	1	No	No	Is the accuracy of 95% enough for voice recognition? <please input your answer>	Recognition Accuracy. We first need a system to recognize speech when creating a voice-controlled personal assistant. The accuracy of speech recognition is very demanding. 95% is not good. 99% is good. A picture of The Telephone Game to show the importance of speech recongition accuracy.
ee1bdd9a-9e87-4185-ac56-7de9fa527ce2	train	past	elementary school	u6	9	group 3	post test	3	4	0	 	Linguistic analysis / Database / Web content retrieval	Please cite a component of voice-controlled assistant that it needs for normal work. <please input your answer>	How Do Voice-Controlled Personal Assistants Work? AI is behind those responses, tackling the very difficult tasks of understanding your speech, judging how to respond, and acting or answering using a natural-sounding voice. Voice recognition. Linguistic analysis. Conversational control. Database. Web content retrieval. A picture of a personal assistant.
968dbba1-9ef5-4a69-a7fe-a5f4b7d594f0	train	past	elementary school	u6	9	group 3	post test	2	20	1	Speech generation	Speech generation	What is the last main component of a virtual assistant? <please input your answer>	Voice Synthesis. Voice Synthesis is the final stage of a voice-controlled personal assistant. Speech synthesis is accomplished using an RNN that converts a series of linguistic sounds into a series of spectrum. A picture of chat history of a human with a bot.
1bf518fa-b9e9-45da-8dd4-57f763922b36	train	future	elementary school	u6	9	group 3	post test	7	14	0	 	A loop	What does an RNN have that a simple three-layer neural network doesn’t have? <please input your answer>	Recurrent Neural Network. The network is called a Recurrent Neural Network (RNN) because it has a loop in the connection to feed the previous activations back to the input. This network receives one word at a time and is trained to generate an output each time using supervised learning with additional 'desired outputs'. Another usage: They can also be trained to represent phrases and sentences. A picture of RNN.
27367f2f-4672-43fe-acd0-35d2b18346fd	train	future	elementary school	u6	9	group 3	post test	6	11	1	(0,0,1,0,1)	(0,0,1,0,1)	Take five words {Cats, Dogs, bark, meow, eat} Take three sentences, “Dogs bark” “Cats eat” “Dogs eat” How to express the words after the “Dogs”? <please input your answer>	Words Representation. Method: finding out how often the word appears after which words and before which words by going through a huge data set. E.g. Words: {Cats, Dogs, Bark, Meow, Eat}. Phrases: {'Cats meow,' 'Dogs bark,' 'Cats eat,' 'Dogs eat'}. Result:'Cats' is often before 'meow' and 'eat', which can be expressed as (0,0,0,1,1). 'Cats' doesn’t often appear after any words, which can be expressed as (0,0,0,0,0). 'Cat” = (0,0,0,0,0, 0,0,0,1,1). A picture of a word cloud. A picture breaking down the grammar of an English sentence.
0e0a7ac1-e6e5-4a48-94e2-58493e442076	train	future	elementary school	u6	9	group 3	post test	9	22	0	 	Long Short-Term Memory	What does LSTM stand for? <please input your answer>	Q&A. Lecture 9.
fc1c8ab7-0f6d-4e63-a8de-1c178c834635	train	future	elementary school	u6	9	group 3	post test	10	22	0	 	The input, the short-term memory, and the output	Compared to regular RNN, LSTM has better control over its three components. What are they? <please input your answer>	Q&A. Lecture 9.
9ebceaed-0ea2-4e57-bf7d-5a020d1eefd7	train	past	elementary school	u6	9	group 3	post test	5	10	0	branched catagories	Assigning different neurons to different words	How are the words represented in an ANN? <please input your answer>	How Should the Words be Represented in an ANN? Question: Why not type the words into a computer as a string of the alphabet for input? Assigning different neurons to different words. Then, add more information relating to each word: Represent a word with a group of words the original word is often used with. E.g. 'Cats' with 'meow' 'walk'. A picture of word cloud. A picture of a word connected to other words that it is related to.
3c64697a-5634-4087-81b9-585595fb47ff	train	future	elementary school	u6	9	group 3	post test	8	15	0	supervised learning	Unfolding	What should we do when we want to train an RNN? <please input your answer>	Training an RNN. Training an RNN by using backpropagation is more complicated than training an ANN with no loops. Unfolding: The loops are removed by duplicating parts of the neural network whenever they represent different parts of the sentence. After unfolding, we can train the RNN the way we train ANNs without loops. A picture illustrating the concept of unfolding.
e965045e-9282-44bb-925b-bf3e25109cbe	train	past	elementary school	u6	9	group 3	post test	1	4	1	Speech recognition	Speech recognition	What is the first main component of a virtual assistant? <please input your answer>	How Do Voice-Controlled Personal Assistants Work? AI is behind those responses, tackling the very difficult tasks of understanding your speech, judging how to respond, and acting or answering using a natural-sounding voice. Voice recognition. Linguistic analysis. Conversational control. Database. Web content retrieval. A picture of a personal assistant.
c1c7d99a-19c4-4473-bc7f-e4de1cf75c46	test	past	elementary school	u7	9	group 3	post test	4	6	1	No	No	Is the accuracy of 95% enough for voice recognition? <please input your answer>	Recognition Accuracy. We first need a system to recognize speech when creating a voice-controlled personal assistant. The accuracy of speech recognition is very demanding. 95% is not good. 99% is good. A picture of The Telephone Game to show the importance of speech recongition accuracy.
5df99ddf-b21d-4b0d-9956-2f1ed68097c7	train	past	elementary school	u7	9	group 3	post test	3	4	0	 	Linguistic analysis / Database / Web content retrieval	Please cite a component of voice-controlled assistant that it needs for normal work. <please input your answer>	How Do Voice-Controlled Personal Assistants Work? AI is behind those responses, tackling the very difficult tasks of understanding your speech, judging how to respond, and acting or answering using a natural-sounding voice. Voice recognition. Linguistic analysis. Conversational control. Database. Web content retrieval. A picture of a personal assistant.
27eebf8a-e39b-4948-853e-25a1a49fb0ea	train	past	elementary school	u7	9	group 3	post test	2	20	1	Speech generation	Speech generation	What is the last main component of a virtual assistant? <please input your answer>	Voice Synthesis. Voice Synthesis is the final stage of a voice-controlled personal assistant. Speech synthesis is accomplished using an RNN that converts a series of linguistic sounds into a series of spectrum. A picture of chat history of a human with a bot.
5d690331-d5dd-4a43-bd04-8d8b5ce8d646	train	future	elementary school	u7	9	group 3	post test	7	14	0	 	A loop	What does an RNN have that a simple three-layer neural network doesn’t have? <please input your answer>	Recurrent Neural Network. The network is called a Recurrent Neural Network (RNN) because it has a loop in the connection to feed the previous activations back to the input. This network receives one word at a time and is trained to generate an output each time using supervised learning with additional 'desired outputs'. Another usage: They can also be trained to represent phrases and sentences. A picture of RNN.
e2dc7f8a-bbd6-438c-822b-b7e4f528fb96	train	future	elementary school	u7	9	group 3	post test	6	11	1	(0,0,1,0,1)	(0,0,1,0,1)	Take five words {Cats, Dogs, bark, meow, eat} Take three sentences, “Dogs bark” “Cats eat” “Dogs eat” How to express the words after the “Dogs”? <please input your answer>	Words Representation. Method: finding out how often the word appears after which words and before which words by going through a huge data set. E.g. Words: {Cats, Dogs, Bark, Meow, Eat}. Phrases: {'Cats meow,' 'Dogs bark,' 'Cats eat,' 'Dogs eat'}. Result:'Cats' is often before 'meow' and 'eat', which can be expressed as (0,0,0,1,1). 'Cats' doesn’t often appear after any words, which can be expressed as (0,0,0,0,0). 'Cat” = (0,0,0,0,0, 0,0,0,1,1). A picture of a word cloud. A picture breaking down the grammar of an English sentence.
3db2671b-dbc9-4ba6-ba96-471a87bdd375	train	future	elementary school	u7	9	group 3	post test	9	22	0	 	Long Short-Term Memory	What does LSTM stand for? <please input your answer>	Q&A. Lecture 9.
a978fb5c-97c8-44ee-9d62-6c9c06087dc1	train	future	elementary school	u7	9	group 3	post test	10	22	0	 	The input, the short-term memory, and the output	Compared to regular RNN, LSTM has better control over its three components. What are they? <please input your answer>	Q&A. Lecture 9.
